,FPR,FNR,TPR,"min(FPR,FNR)",min_constant,max_constant
342,0.038827777,0.5485167,0.4514833,0.038827777,-0.49995852,-0.4999584
343,0.03883148,0.5485,0.4515,0.03883148,-0.4999584,-0.49995828
344,0.038835187,0.5484667,0.45153332,0.038835187,-0.49995828,-0.49995816
345,0.038844444,0.5484333,0.4515667,0.038844444,-0.49995816,-0.49995804
346,0.038855556,0.5484333,0.4515667,0.038855556,-0.49995804,-0.49995792
347,0.03885926,0.5484,0.45160002,0.03885926,-0.49995792,-0.4999578
348,0.038866665,0.5484,0.45160002,0.038866665,-0.4999578,-0.49995768
349,0.038874075,0.5484,0.45160002,0.038874075,-0.49995768,-0.49995756
350,0.038877778,0.54838336,0.45161664,0.038877778,-0.49995756,-0.49995744
351,0.03888148,0.54836667,0.45163333,0.03888148,-0.49995744,-0.49995732
