,FPR,FNR,TPR,"min(FPR,FNR)",min_constant,max_constant
289,0.07307963,0.9423,0.05769998,0.07307963,-0.49996555,-0.49996543
290,0.07309444,0.9423,0.05769998,0.07309444,-0.49996543,-0.4999653
291,0.0731037,0.94228333,0.057716668,0.0731037,-0.4999653,-0.4999652
292,0.073112965,0.94226664,0.057733357,0.073112965,-0.4999652,-0.49996507
293,0.073118515,0.94226664,0.057733357,0.073118515,-0.49996507,-0.49996495
294,0.07312407,0.94226664,0.057733357,0.07312407,-0.49996495,-0.49996483
295,0.073133335,0.94226664,0.057733357,0.073133335,-0.49996483,-0.4999647
296,0.073148146,0.94226664,0.057733357,0.073148146,-0.4999647,-0.4999646
297,0.073153704,0.94226664,0.057733357,0.073153704,-0.4999646,-0.49996448
298,0.07316111,0.94225,0.057749987,0.07316111,-0.49996448,-0.49996436
299,0.07316667,0.94225,0.057749987,0.07316667,-0.49996436,-0.49996424
300,0.07317222,0.9422333,0.057766676,0.07317222,-0.49996424,-0.49996412
301,0.07317778,0.9422333,0.057766676,0.07317778,-0.49996412,-0.499964
302,0.07318704,0.9422167,0.057783306,0.07318704,-0.499964,-0.49996388
303,0.073194444,0.9422167,0.057783306,0.073194444,-0.49996388,-0.49996376
304,0.07320741,0.9421833,0.057816684,0.07320741,-0.49996376,-0.49996364
305,0.07320741,0.9421667,0.057833314,0.07320741,-0.49996364,-0.49996352
306,0.07321297,0.94215,0.057850003,0.07321297,-0.49996352,-0.4999634
307,0.07321852,0.94215,0.057850003,0.07321852,-0.4999634,-0.49996328
308,0.07322778,0.94215,0.057850003,0.07322778,-0.49996328,-0.49996316
309,0.073233336,0.94215,0.057850003,0.073233336,-0.49996316,-0.49996305
310,0.07323704,0.94215,0.057850003,0.07323704,-0.49996305,-0.49996293
311,0.07324074,0.9421167,0.057883322,0.07324074,-0.49996293,-0.4999628
312,0.073253706,0.9421,0.05790001,0.073253706,-0.4999628,-0.4999627
313,0.07326296,0.9421,0.05790001,0.07326296,-0.4999627,-0.49996257
314,0.07326852,0.94206667,0.05793333,0.07326852,-0.49996257,-0.49996245
315,0.073275924,0.94205,0.05795002,0.073275924,-0.49996245,-0.49996233
316,0.07328704,0.94205,0.05795002,0.07328704,-0.49996233,-0.4999622
317,0.07329074,0.94203335,0.05796665,0.07329074,-0.4999622,-0.4999621
318,0.07329815,0.94203335,0.05796665,0.07329815,-0.4999621,-0.49996197
